"species","family","respiration_rate_gC_per_d","individual_mass_g","temperature_celsius","habitat","reef"
"Cyprinus carpio","Cyprinidae",34,17,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",36,950,283.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",37,21,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",40,950,283.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",40,0.95,286.05,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",43,35,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",43,345,284.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",45,950,283.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",57,320,281.45,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",66,157,303.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",69,0.95,288.05,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",76,331,282.65,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",77,950,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",79,950,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",81,148,298.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",84,950,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",89,0.95,290.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",94,555,298.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",100,100,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",100,174,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",102,1217,293.95,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",105,0.95,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",112,573,290.65,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",122,25.6,283.65,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",125,0.95,294.25,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",129,74,287.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",131,2831,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",131,602,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",146,241,290.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",162,113,292.65,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",165,0.95,296.25,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",175,3487,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",196,0.95,298.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",214,100,303.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",214,24.7,282.95,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",214,100,308.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",218,335,293.75,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",222,793,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",250,8.7,289.65,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",253,39.8,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",255,17.5,290.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",272,9,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",283,39,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",343,9,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",345,17.4,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",355,12.2,290.55,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",363,18.7,298.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",363,12.5,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",369,20.9,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",371,10.4,292.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",400,2.5,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",422,4.35,293.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",516,11,298.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",560,2.69,298.25,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",560,2.7,278.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",780,0.03,295.05,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",802,4.8,298.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",858,0.56,297.15,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",941,0.7,303.05,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",991,1.51,303.55,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",994,0.14,298.65,"Freshwater","no"
"Cyprinus carpio","Cyprinidae",2156,0.85,298.15,"Freshwater","no"
"Dactylopterus volitans","Dactylopteridae",3335,0.02,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",3775,0.06,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",3823,0.02,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",4114,0.02,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",4328,0.06,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",4558,0.02,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",4920,0.04,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",5891,0.03,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",6089,0.06,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",6753,0.03,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",7474,0.06,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",8875,0.03,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",11258,0.06,296.15,"Marine","yes"
"Dactylopterus volitans","Dactylopteridae",13934,0.03,296.15,"Marine","yes"
"Diaphus theta","Myctophidae",153,2.65,278.15,"Marine","no"
"Diaphus theta","Myctophidae",297,2.1,283.15,"Marine","no"
"Diplodus sargus sargus","Sparidae",189,25.75,287.15,"Marine","no"
"Diplodus sargus sargus","Sparidae",266,20,287.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",59,87.7,286.55,"Marine","no"
"Dorosoma cepedianum","Clupeidae",88,28.6,283.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",111,29.1,286.65,"Marine","no"
"Dorosoma cepedianum","Clupeidae",123,17.2,284.65,"Marine","no"
"Dorosoma cepedianum","Clupeidae",126,14.6,290.35,"Marine","no"
"Dorosoma cepedianum","Clupeidae",127,17.5,285.95,"Marine","no"
"Dorosoma cepedianum","Clupeidae",133,32.3,286.35,"Marine","no"
"Dorosoma cepedianum","Clupeidae",152,27.6,289.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",155,81.5,285.35,"Marine","no"
"Dorosoma cepedianum","Clupeidae",158,15.2,285.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",171,27,289.95,"Marine","no"
"Dorosoma cepedianum","Clupeidae",206,256.9,289.85,"Marine","no"
"Dorosoma cepedianum","Clupeidae",240,36,289.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",245,11.2,293.45,"Marine","no"
"Dorosoma cepedianum","Clupeidae",259,29.9,287.35,"Marine","no"
"Dorosoma cepedianum","Clupeidae",263,81,286.65,"Marine","no"
"Dorosoma cepedianum","Clupeidae",267,5,282.95,"Marine","no"
"Dorosoma cepedianum","Clupeidae",279,29.9,288.35,"Marine","no"
"Dorosoma cepedianum","Clupeidae",288,32.7,284.85,"Marine","no"
"Dorosoma cepedianum","Clupeidae",303,5.4,282.55,"Marine","no"
"Dorosoma cepedianum","Clupeidae",341,25,295.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",353,25.7,296.95,"Marine","no"
"Dorosoma cepedianum","Clupeidae",370,15.1,293.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",387,63.3,297.05,"Marine","no"
"Dorosoma cepedianum","Clupeidae",390,47.1,293.35,"Marine","no"
"Dorosoma cepedianum","Clupeidae",397,36.5,290.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",399,5,282.25,"Marine","no"
"Dorosoma cepedianum","Clupeidae",401,86,297.35,"Marine","no"
"Dorosoma cepedianum","Clupeidae",408,49.9,290.95,"Marine","no"
"Dorosoma cepedianum","Clupeidae",437,68.5,283.55,"Marine","no"
"Dorosoma cepedianum","Clupeidae",552,53.9,288.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",575,60,287.75,"Marine","no"
"Dorosoma cepedianum","Clupeidae",593,74.1,297.05,"Marine","no"
"Dorosoma cepedianum","Clupeidae",594,33.3,294.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",597,32,294.35,"Marine","no"
"Dorosoma cepedianum","Clupeidae",611,4.6,286.55,"Marine","no"
"Dorosoma cepedianum","Clupeidae",694,4.6,286.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",699,24.2,297.65,"Marine","no"
"Dorosoma cepedianum","Clupeidae",709,13.7,290.35,"Marine","no"
"Dorosoma cepedianum","Clupeidae",758,19,296.15,"Marine","no"
"Dorosoma cepedianum","Clupeidae",832,10,287.05,"Marine","no"
"Dorosoma cepedianum","Clupeidae",1033,3.9,287.55,"Marine","no"
"Dorosoma cepedianum","Clupeidae",1297,62,295.85,"Marine","no"
"Dorosoma cepedianum","Clupeidae",1332,1.7,285.55,"Marine","no"
"Dorosoma cepedianum","Clupeidae",1745,3.1,291.95,"Marine","no"
"Dorosoma cepedianum","Clupeidae",1804,3.3,292.45,"Marine","no"
"Dorosoma cepedianum","Clupeidae",1848,1.7,286.55,"Marine","no"
"Dorosoma cepedianum","Clupeidae",8452,0.7,289.95,"Marine","no"
"Echiichthys vipera","Trachinidae",230,10.5,291.65,"Marine","no"
"Echiichthys vipera","Trachinidae",286,10.3,291.65,"Marine","no"
"Electrona antarctica","Myctophidae",60,7.9,273.45,"Marine","no"
"Embiotoca lateralis","Embiotocidae",107,599,288.15,"Marine","no"
"Engraulis japonicus","Engraulidae",210,394.6,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",350,262.36,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",400,634.35,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",480,634.35,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",750,634.35,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",2510,262.36,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",2660,634.35,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",2720,300.65,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",2910,243.62,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",3970,394.6,289.35,"Marine","no"
"Engraulis japonicus","Engraulidae",11790,300.65,289.35,"Marine","no"
"Erimyzon oblongus","Catostomidae",153,25.8,291.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",484,0.62,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",629,0.44,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",683,0.38,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",812,0.31,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",840,0.23,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",900,0.18,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",1271,0.13,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",1315,0.1,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",1409,0.08,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",1433,0.07,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",2032,0.05,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",2448,0.04,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",2810,0.03,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",2909,0.03,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",2964,0.01,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",3386,0.02,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",3405,0.01,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",3455,0.01,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",3575,0.01,300.65,"Freshwater","no"
"Esomus danricus","Cyprinidae",3576,0.01,300.65,"Freshwater","no"
"Esox lucius","Esocidae",57,250,288.15,"Freshwater","no"
"Esox lucius","Esocidae",65,1850,288.15,"Freshwater","no"
"Esox lucius","Esocidae",70,265,283.15,"Freshwater","no"
"Esox lucius","Esocidae",73,661,286.65,"Freshwater","no"
"Esox lucius","Esocidae",85,680,288.15,"Freshwater","no"
"Esox lucius","Esocidae",119,280,291.15,"Freshwater","no"
"Esox lucius","Esocidae",137,130,293.15,"Freshwater","no"
"Esox lucius","Esocidae",152,70.6,291.25,"Freshwater","no"
"Esox masquinongy","Esocidae",101,12.2,278.15,"Freshwater","no"
"Esox masquinongy","Esocidae",104,12.9,278.15,"Freshwater","no"
"Esox masquinongy","Esocidae",117,19.2,278.15,"Freshwater","no"
"Esox masquinongy","Esocidae",147,14,288.15,"Freshwater","no"
"Esox masquinongy","Esocidae",189,19,288.15,"Freshwater","no"
"Esox masquinongy","Esocidae",210,12.2,288.15,"Freshwater","no"
"Esox masquinongy","Esocidae",216,9.6,298.15,"Freshwater","no"
"Esox masquinongy","Esocidae",238,11.2,298.15,"Freshwater","no"
"Esox masquinongy","Esocidae",239,15.9,298.15,"Freshwater","no"
"Etheostoma blennioides","Percidae",210,12.35,290.65,"Freshwater","no"
"Fundulus grandis","Fundulidae",8,31.5,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",24,31.5,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",36,31.5,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",43,12.3,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",48,8.6,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",62,12.3,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",64,31.5,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",67,8.6,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",97,8.6,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",100,12.3,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",132,3.1,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",142,8.6,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",146,12.3,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",161,3.1,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",170,8.6,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",202,3.1,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",345,3.1,298.15,"Freshwater","no"
"Fundulus grandis","Fundulidae",461,3.1,298.15,"Freshwater","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",12,9,278.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",19,13,294.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",33,9,286.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",58,9,302.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",61,9,294.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",127,1.3,278.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",193,13.3,294.25,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",220,5.2,293.65,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",270,5.2,293.65,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",280,5.2,293.65,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",397,1.3,286.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",566,1.3,302.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",570,1.3,294.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",815,10,293.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",1219,0.2,278.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",4379,0.2,286.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",4899,0.2,294.15,"Marine","no"
"Fundulus heteroclitus heteroclitus","Fundulidae",5114,0.2,302.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",6,6,293.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",33,6,293.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",44,4.8,293.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",163,2.2,293.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",207,6.34,293.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",207,1.52,289.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",214,4.8,293.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",297,0.68,289.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",303,5.92,293.15,"Marine","no"
"Fundulus parvipinnis","Fundulidae",357,2.2,293.15,"Marine","no"
"Fundulus similis","Fundulidae",7,21,298.15,"Marine","no"
"Fundulus similis","Fundulidae",14,21,298.15,"Marine","no"
"Fundulus similis","Fundulidae",24,11.5,298.15,"Marine","no"
"Fundulus similis","Fundulidae",29,13.4,298.15,"Marine","no"
"Fundulus similis","Fundulidae",33,9.5,298.15,"Marine","no"
"Fundulus similis","Fundulidae",39,11.5,298.15,"Marine","no"
"Fundulus similis","Fundulidae",40,21,298.15,"Marine","no"
"Fundulus similis","Fundulidae",47,9.5,298.15,"Marine","no"
"Fundulus similis","Fundulidae",53,11.5,298.15,"Marine","no"
"Fundulus similis","Fundulidae",55,13.4,298.15,"Marine","no"
"Fundulus similis","Fundulidae",60,13.4,298.15,"Marine","no"
"Fundulus similis","Fundulidae",61,21,298.15,"Marine","no"
"Fundulus similis","Fundulidae",62,9.5,298.15,"Marine","no"
"Fundulus similis","Fundulidae",79,9.5,298.15,"Marine","no"
"Fundulus similis","Fundulidae",91,21,298.15,"Marine","no"
"Fundulus similis","Fundulidae",119,11.5,298.15,"Marine","no"
"Fundulus similis","Fundulidae",149,11.5,298.15,"Marine","no"
"Fundulus similis","Fundulidae",160,13.4,298.15,"Marine","no"
"Gadus morhua","Gadidae",28,6650,276.15,"Marine","no"
"Gadus morhua","Gadidae",30,6000,276.15,"Marine","no"
"Gadus morhua","Gadidae",34,3000,276.15,"Marine","no"
"Gadus morhua","Gadidae",36,2810,276.15,"Marine","no"
"Gadus morhua","Gadidae",38,1040,276.15,"Marine","no"
"Gadus morhua","Gadidae",40,1640,276.15,"Marine","no"
"Gadus morhua","Gadidae",43,1000,276.15,"Marine","no"
"Gadus morhua","Gadidae",43,1450,276.15,"Marine","no"
"Gadus morhua","Gadidae",44,1120,276.15,"Marine","no"
"Gadus morhua","Gadidae",50,7100,283.15,"Marine","no"
"Gadus morhua","Gadidae",50,430,276.15,"Marine","no"
"Gadus morhua","Gadidae",50,500,276.15,"Marine","no"
"Gadus morhua","Gadidae",56,6000,283.15,"Marine","no"
"Gadus morhua","Gadidae",59,6000,288.15,"Marine","no"
"Gadus morhua","Gadidae",60,3000,283.15,"Marine","no"
"Gadus morhua","Gadidae",61,3050,288.15,"Marine","no"
"Gadus morhua","Gadidae",63,1980,283.15,"Marine","no"
"Gadus morhua","Gadidae",66,3000,288.15,"Marine","no"
"Gadus morhua","Gadidae",66,2960,283.15,"Marine","no"
"Gadus morhua","Gadidae",67,640,283.15,"Marine","no"
"Gadus morhua","Gadidae",69,1000,283.15,"Marine","no"
"Gadus morhua","Gadidae",70,1650,288.15,"Marine","no"
"Gadus morhua","Gadidae",72,1420,288.15,"Marine","no"
"Gadus morhua","Gadidae",72,1070,283.15,"Marine","no"
"Gadus morhua","Gadidae",73,1000,283.15,"Marine","no"
"Gadus morhua","Gadidae",74,320,283.15,"Marine","no"
"Gadus morhua","Gadidae",74,500,283.15,"Marine","no"
"Gadus morhua","Gadidae",78,460,288.15,"Marine","no"
"Gadus morhua","Gadidae",79,1000,288.15,"Marine","no"
"Gadus morhua","Gadidae",88,490,288.15,"Marine","no"
"Gadus morhua","Gadidae",89,1340,288.15,"Marine","no"
"Gadus morhua","Gadidae",92,500,288.15,"Marine","no"
"Gadus morhua","Gadidae",92,430,288.15,"Marine","no"
"Gadus morhua","Gadidae",153,150,288.15,"Marine","no"
"Gadus ogac","Gadidae",63,180,273.15,"Marine","no"
"Gambusia affinis","Poeciliidae",167,0.24,283.15,"Freshwater","no"
"Gambusia affinis","Poeciliidae",196,0.4,286.15,"Freshwater","no"
"Gambusia affinis","Poeciliidae",250,0.24,288.15,"Freshwater","no"
"Gambusia affinis","Poeciliidae",343,0.4,295.15,"Freshwater","no"
"Gambusia affinis","Poeciliidae",375,0.24,293.15,"Freshwater","no"
"Gambusia affinis","Poeciliidae",390,0.2,295.15,"Freshwater","no"
"Gambusia affinis","Poeciliidae",496,0.4,298.15,"Freshwater","no"
"Gambusia affinis","Poeciliidae",542,0.24,298.15,"Freshwater","no"
"Gambusia affinis","Poeciliidae",833,0.24,303.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",86,0.3,300.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",200,0.9,293.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",286,1.5,293.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",407,0.15,293.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",449,1.37,304.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",514,0.1,293.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",516,1.1,300.65,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",540,0.99,304.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",560,0.9,300.65,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",646,0.78,304.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",659,0.7,300.65,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",691,0.58,304.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",734,0.5,300.65,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",761,0.38,304.15,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",863,0.3,300.65,"Freshwater","no"
"Gambusia holbrooki","Poeciliidae",939,0.23,304.15,"Freshwater","no"
"Gasterosteus aculeatus","Gasterosteidae",109,1.95,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",110,1.2,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",116,2.39,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",116,0.69,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",121,1.2,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",130,0.5,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",133,0.67,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",133,1.06,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",144,0.86,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",144,0.72,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",148,0.29,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",150,0.58,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",170,0.64,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",175,0.69,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",178,0.86,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",196,0.76,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",201,0.8,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",213,0.93,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",224,1.2,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",300,2.1,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",320,0.65,283.15,"Marine","no"
"Gasterosteus aculeatus","Gasterosteidae",429,1.01,291.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",163,1.44,288.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",196,0.79,288.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",204,1.38,288.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",225,0.76,288.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",276,0.05,288.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",281,1.32,293.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",286,0.15,288.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",293,1.44,293.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",337,0.87,293.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",376,0.12,288.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",397,0.05,288.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",440,1.38,298.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",484,0.83,298.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",492,0.15,293.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",517,0.09,293.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",565,0.12,293.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",569,0.05,293.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",595,0.05,293.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",929,0.12,298.15,"Marine","no"
"Gilchristella aestuaria","Clupeidae",1020,0.05,298.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",6,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",23,3.28,288.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",32,3.28,288.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",34,10,283.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",39,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",41,3.28,288.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",44,3.28,288.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",45,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",48,3.28,288.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",50,3.28,288.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",51,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",56,3.28,288.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",56,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",59,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",62,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",65,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",73,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",76,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",80,14.2,284.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",85,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",90,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",99,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",101,16.7,293.15,"Marine","no"
"Gillichthys mirabilis","Gobiidae",102,10,297.15,"Marine","no"
